Artifact Kind,Schema Name,Schema Path,JSON Schema,Fused,Fused ClassNames,Fused ClassName CSS Tokens
property,biologicalRole,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/biologicalRole.schema.json,✅,✅,✅,✅
property,birthDate,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/birthDate.schema.json,✅,✅,✅,✅
property,birthPlace,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/birthPlace.schema.json,✅,✅,✅,✅
property,bitrate,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/bitrate.schema.json,✅,✅,✅,✅
property,bodyLocation,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/bodyLocation.schema.json,✅,✅,✅,✅
property,box,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/box.schema.json,✅,✅,✅,✅
property,branchCode,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/branchCode.schema.json,✅,✅,✅,✅
property,brand,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/brand.schema.json,✅,✅,✅,✅
property,breadcrumb,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/breadcrumb.schema.json,✅,✅,✅,✅
property,breastfeedingWarning,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/breastfeedingWarning.schema.json,✅,✅,✅,✅
property,broadcastAffiliateOf,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/broadcastAffiliateOf.schema.json,✅,✅,✅,✅
property,broadcastChannelId,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/broadcastChannelId.schema.json,✅,✅,✅,✅
property,broadcastDisplayName,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/broadcastDisplayName.schema.json,✅,✅,✅,✅
property,broadcaster,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/broadcaster.schema.json,✅,✅,✅,✅
property,broadcastFrequency,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/broadcastFrequency.schema.json,✅,✅,✅,✅
property,broadcastFrequencyValue,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/broadcastFrequencyValue.schema.json,✅,✅,✅,✅
property,broadcastServiceTier,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/broadcastServiceTier.schema.json,✅,✅,✅,✅
property,broadcastSignalModulation,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/broadcastSignalModulation.schema.json,✅,✅,✅,✅
property,broadcastSubChannel,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/broadcastSubChannel.schema.json,✅,✅,✅,✅
property,broadcastTimezone,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/broadcastTimezone.schema.json,✅,✅,✅,✅
property,broker,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/broker.schema.json,✅,✅,✅,✅
property,businessDays,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/businessDays.schema.json,✅,✅,✅,✅
property,businessFunction,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/businessFunction.schema.json,✅,✅,✅,✅
property,byArtist,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/byArtist.schema.json,✅,✅,✅,✅
property,byDay,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/byDay.schema.json,✅,✅,✅,✅
property,byMonth,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/byMonth.schema.json,✅,✅,✅,✅
property,byMonthDay,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/byMonthDay.schema.json,✅,✅,✅,✅
property,byMonthWeek,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/byMonthWeek.schema.json,✅,✅,✅,✅
property,callSign,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/callSign.schema.json,✅,✅,✅,✅
property,calories,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/calories.schema.json,✅,✅,✅,✅
property,caption,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/caption.schema.json,✅,✅,✅,✅
property,carbohydrateContent,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/carbohydrateContent.schema.json,✅,✅,✅,✅
property,cashBack,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/cashBack.schema.json,✅,✅,✅,✅
property,catalog,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/catalog.schema.json,✅,✅,✅,✅
property,catalogNumber,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/catalogNumber.schema.json,✅,✅,✅,✅
property,category,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/category.schema.json,✅,✅,✅,✅
property,cause,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/cause.schema.json,✅,✅,✅,✅
property,causeOf,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/causeOf.schema.json,✅,✅,✅,✅
property,certificationIdentification,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/certificationIdentification.schema.json,✅,✅,✅,✅
property,certificationRating,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/certificationRating.schema.json,✅,✅,✅,✅
property,certificationStatus,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/certificationStatus.schema.json,✅,✅,✅,✅
property,character,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/character.schema.json,✅,✅,✅,✅
property,checkoutPageURLTemplate,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/checkoutPageURLTemplate.schema.json,✅,✅,✅,✅
property,children,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/children.schema.json,✅,✅,✅,✅
property,childTaxon,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/childTaxon.schema.json,✅,✅,✅,✅
property,cholesterolContent,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/cholesterolContent.schema.json,✅,✅,✅,✅
property,circle,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/circle.schema.json,✅,✅,✅,✅
property,citation,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/citation.schema.json,✅,✅,✅,✅
property,claimInterpreter,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/claimInterpreter.schema.json,✅,✅,✅,✅
property,clincalPharmacology,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/clincalPharmacology.schema.json,✅,✅,✅,✅
property,clinicalPharmacology,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/clinicalPharmacology.schema.json,✅,✅,✅,✅
property,clipNumber,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/clipNumber.schema.json,✅,✅,✅,✅
property,closes,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/closes.schema.json,✅,✅,✅,✅
property,code,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/code.schema.json,✅,✅,✅,✅
property,codeValue,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/codeValue.schema.json,✅,✅,✅,✅
property,codingSystem,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/codingSystem.schema.json,✅,✅,✅,✅
property,colleague,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/colleague.schema.json,✅,✅,✅,✅
property,colleagues,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/colleagues.schema.json,✅,✅,✅,✅
property,color,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/color.schema.json,✅,✅,✅,✅
property,colorSwatch,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/colorSwatch.schema.json,✅,✅,✅,✅
property,comment,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/comment.schema.json,✅,✅,✅,✅
property,commentCount,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/commentCount.schema.json,✅,✅,✅,✅
property,companyRegistration,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/companyRegistration.schema.json,✅,✅,✅,✅
property,competencyRequired,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/competencyRequired.schema.json,✅,✅,✅,✅
property,composer,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/composer.schema.json,✅,✅,✅,✅
property,comprisedOf,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/comprisedOf.schema.json,✅,✅,✅,✅
property,conditionsOfAccess,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/conditionsOfAccess.schema.json,✅,✅,✅,✅
property,connectedTo,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/connectedTo.schema.json,✅,✅,✅,✅
property,constraintProperty,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/constraintProperty.schema.json,✅,✅,✅,✅
property,contactlessPayment,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/contactlessPayment.schema.json,✅,✅,✅,✅
property,contactOption,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/contactOption.schema.json,✅,✅,✅,✅
property,contactPoint,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/contactPoint.schema.json,✅,✅,✅,✅
property,contactPoints,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/contactPoints.schema.json,✅,✅,✅,✅
property,contactType,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/contactType.schema.json,✅,✅,✅,✅
property,containedIn,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/containedIn.schema.json,✅,✅,✅,✅
property,containedInPlace,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/containedInPlace.schema.json,✅,✅,✅,✅
property,containsPlace,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/containsPlace.schema.json,✅,✅,✅,✅
property,contentLocation,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/contentLocation.schema.json,✅,✅,✅,✅
property,contentRating,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/contentRating.schema.json,✅,✅,✅,✅
property,contentReferenceTime,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/contentReferenceTime.schema.json,✅,✅,✅,✅
property,contentSize,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/contentSize.schema.json,✅,✅,✅,✅
property,contentType,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/contentType.schema.json,✅,✅,✅,✅
property,contentUrl,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/contentUrl.schema.json,✅,✅,✅,✅
property,contraindication,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/contraindication.schema.json,✅,✅,✅,✅
property,contributor,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/contributor.schema.json,✅,✅,✅,✅
property,copyrightHolder,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/copyrightHolder.schema.json,✅,✅,✅,✅
property,copyrightNotice,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/copyrightNotice.schema.json,✅,✅,✅,✅
property,copyrightYear,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/copyrightYear.schema.json,✅,✅,✅,✅
property,correction,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/correction.schema.json,✅,✅,✅,✅
property,correctionsPolicy,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/correctionsPolicy.schema.json,✅,✅,✅,✅
property,countriesNotSupported,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/countriesNotSupported.schema.json,✅,✅,✅,✅
property,countriesSupported,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/countriesSupported.schema.json,✅,✅,✅,✅
property,countryOfAssembly,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/countryOfAssembly.schema.json,✅,✅,✅,✅
property,countryOfLastProcessing,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/countryOfLastProcessing.schema.json,✅,✅,✅,✅
property,countryOfOrigin,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/countryOfOrigin.schema.json,✅,✅,✅,✅
property,creativeWorkStatus,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/creativeWorkStatus.schema.json,✅,✅,✅,✅
property,creator,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/creator.schema.json,✅,✅,✅,✅
property,credentialCategory,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/credentialCategory.schema.json,✅,✅,✅,✅
property,creditedTo,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/creditedTo.schema.json,✅,✅,✅,✅
property,creditText,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/creditText.schema.json,✅,✅,✅,✅
property,cssSelector,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/cssSelector.schema.json,✅,✅,✅,✅
property,currency,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/currency.schema.json,✅,✅,✅,✅
property,customerRemorseReturnFees,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/customerRemorseReturnFees.schema.json,✅,✅,✅,✅
property,customerRemorseReturnLabelSource,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/customerRemorseReturnLabelSource.schema.json,✅,✅,✅,✅
property,customerRemorseReturnShippingFeesAmount,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/customerRemorseReturnShippingFeesAmount.schema.json,✅,✅,✅,✅
property,cutoffTime,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/cutoffTime.schema.json,✅,✅,✅,✅
property,dataFeedElement,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/dataFeedElement.schema.json,✅,✅,✅,✅
property,dataset,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/dataset.schema.json,✅,✅,✅,✅
property,datasetTimeInterval,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/datasetTimeInterval.schema.json,✅,✅,✅,✅
property,dateCreated,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/dateCreated.schema.json,✅,✅,✅,✅
property,dateDeleted,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/dateDeleted.schema.json,✅,✅,✅,✅
property,dateline,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/dateline.schema.json,✅,✅,✅,✅
property,dateModified,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/dateModified.schema.json,✅,✅,✅,✅
property,datePosted,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/datePosted.schema.json,✅,✅,✅,✅
property,datePublished,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/datePublished.schema.json,✅,✅,✅,✅
property,dayOfWeek,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/dayOfWeek.schema.json,✅,✅,✅,✅
property,deathDate,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/deathDate.schema.json,✅,✅,✅,✅
property,deathPlace,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/deathPlace.schema.json,✅,✅,✅,✅
property,deliveryLeadTime,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/deliveryLeadTime.schema.json,✅,✅,✅,✅
property,deliveryTime,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/deliveryTime.schema.json,✅,✅,✅,✅
property,department,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/department.schema.json,✅,✅,✅,✅
property,departureTime,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/departureTime.schema.json,✅,✅,✅,✅
property,depth,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/depth.schema.json,✅,✅,✅,✅
property,description,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/description.schema.json,✅,✅,✅,✅
property,device,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/device.schema.json,✅,✅,✅,✅
property,diagnosis,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/diagnosis.schema.json,✅,✅,✅,✅
property,diagram,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/diagram.schema.json,✅,✅,✅,✅
property,dietFeatures,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/dietFeatures.schema.json,✅,✅,✅,✅
property,differentialDiagnosis,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/differentialDiagnosis.schema.json,✅,✅,✅,✅
property,digitalSourceType,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/digitalSourceType.schema.json,✅,✅,✅,✅
property,director,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/director.schema.json,✅,✅,✅,✅
property,directors,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/directors.schema.json,✅,✅,✅,✅
property,disambiguatingDescription,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/disambiguatingDescription.schema.json,✅,✅,✅,✅
property,discussionUrl,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/discussionUrl.schema.json,✅,✅,✅,✅
property,displayLocation,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/displayLocation.schema.json,✅,✅,✅,✅
property,dissolutionDate,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/dissolutionDate.schema.json,✅,✅,✅,✅
property,distinguishingSign,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/distinguishingSign.schema.json,✅,✅,✅,✅
property,distribution,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/distribution.schema.json,✅,✅,✅,✅
property,diversityPolicy,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/diversityPolicy.schema.json,✅,✅,✅,✅
property,diversityStaffingReport,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/diversityStaffingReport.schema.json,✅,✅,✅,✅
property,doesNotShip,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/doesNotShip.schema.json,✅,✅,✅,✅
property,domainIncludes,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/domainIncludes.schema.json,✅,✅,✅,✅
property,doorTime,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/doorTime.schema.json,✅,✅,✅,✅
property,dosageForm,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/dosageForm.schema.json,✅,✅,✅,✅
property,doseSchedule,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/doseSchedule.schema.json,✅,✅,✅,✅
property,doseUnit,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/doseUnit.schema.json,✅,✅,✅,✅
property,doseValue,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/doseValue.schema.json,✅,✅,✅,✅
property,downloadUrl,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/downloadUrl.schema.json,✅,✅,✅,✅
property,downPayment,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/downPayment.schema.json,✅,✅,✅,✅
property,downvoteCount,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/downvoteCount.schema.json,✅,✅,✅,✅
property,drug,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/drug.schema.json,✅,✅,✅,✅
property,drugClass,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/drugClass.schema.json,✅,✅,✅,✅
property,drugUnit,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/drugUnit.schema.json,✅,✅,✅,✅
property,duns,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/duns.schema.json,✅,✅,✅,✅
property,duplicateTherapy,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/duplicateTherapy.schema.json,✅,✅,✅,✅
property,duration,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/duration.schema.json,✅,✅,✅,✅
property,durationOfWarranty,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/durationOfWarranty.schema.json,✅,✅,✅,✅
property,earlyPrepaymentPenalty,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/earlyPrepaymentPenalty.schema.json,✅,✅,✅,✅
property,editEIDR,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/editEIDR.schema.json,✅,✅,✅,✅
property,editor,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/editor.schema.json,✅,✅,✅,✅
property,educationalAlignment,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/educationalAlignment.schema.json,✅,✅,✅,✅
property,educationalFramework,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/educationalFramework.schema.json,✅,✅,✅,✅
property,educationalLevel,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/educationalLevel.schema.json,✅,✅,✅,✅
property,educationalUse,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/educationalUse.schema.json,✅,✅,✅,✅
property,educationRequirements,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/educationRequirements.schema.json,✅,✅,✅,✅
property,elevation,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/elevation.schema.json,✅,✅,✅,✅
property,eligibleCustomerType,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/eligibleCustomerType.schema.json,✅,✅,✅,✅
property,eligibleDuration,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/eligibleDuration.schema.json,✅,✅,✅,✅
property,eligibleQuantity,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/eligibleQuantity.schema.json,✅,✅,✅,✅
property,eligibleRegion,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/eligibleRegion.schema.json,✅,✅,✅,✅
property,eligibleTransactionVolume,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/eligibleTransactionVolume.schema.json,✅,✅,✅,✅
property,email,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/email.schema.json,✅,✅,✅,✅
property,embeddedTextCaption,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/embeddedTextCaption.schema.json,✅,✅,✅,✅
property,embedUrl,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/embedUrl.schema.json,✅,✅,✅,✅
property,employee,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/employee.schema.json,✅,✅,✅,✅
property,employees,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/employees.schema.json,✅,✅,✅,✅
property,encodesBioChemEntity,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/encodesBioChemEntity.schema.json,✅,✅,✅,✅
property,encodesCreativeWork,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/encodesCreativeWork.schema.json,✅,✅,✅,✅
property,encoding,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/encoding.schema.json,✅,✅,✅,✅
property,encodingFormat,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/encodingFormat.schema.json,✅,✅,✅,✅
property,encodings,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/encodings.schema.json,✅,✅,✅,✅
property,encodingType,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/encodingType.schema.json,✅,✅,✅,✅
property,endDate,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/endDate.schema.json,✅,✅,✅,✅
property,endOffset,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/endOffset.schema.json,✅,✅,✅,✅
property,endorsers,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/endorsers.schema.json,✅,✅,✅,✅
property,endTime,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/endTime.schema.json,✅,✅,✅,✅
property,energyEfficiencyScaleMax,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/energyEfficiencyScaleMax.schema.json,✅,✅,✅,✅
property,energyEfficiencyScaleMin,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/energyEfficiencyScaleMin.schema.json,✅,✅,✅,✅
property,epidemiology,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/epidemiology.schema.json,✅,✅,✅,✅
property,episode,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/episode.schema.json,✅,✅,✅,✅
property,episodeNumber,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/episodeNumber.schema.json,✅,✅,✅,✅
property,episodes,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/episodes.schema.json,✅,✅,✅,✅
property,error,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/error.schema.json,✅,✅,✅,✅
property,estimatedCost,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/estimatedCost.schema.json,✅,✅,✅,✅
property,estimatedSalary,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/estimatedSalary.schema.json,✅,✅,✅,✅
property,ethicsPolicy,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/ethicsPolicy.schema.json,✅,✅,✅,✅
property,event,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/event.schema.json,✅,✅,✅,✅
property,eventAttendanceMode,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/eventAttendanceMode.schema.json,✅,✅,✅,✅
property,events,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/events.schema.json,✅,✅,✅,✅
property,eventSchedule,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/eventSchedule.schema.json,✅,✅,✅,✅
property,eventStatus,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/eventStatus.schema.json,✅,✅,✅,✅
property,evidenceLevel,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/evidenceLevel.schema.json,✅,✅,✅,✅
property,evidenceOrigin,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/evidenceOrigin.schema.json,✅,✅,✅,✅
property,exampleOfWork,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/exampleOfWork.schema.json,✅,✅,✅,✅
property,exceptDate,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/exceptDate.schema.json,✅,✅,✅,✅
