id,label,subTypeOf,equivalentClass,subTypes,supersedes,supersededBy,isPartOf
https://schema.org/MovieTheater,MovieTheater,"https://schema.org/CivicStructure, https://schema.org/EntertainmentBusiness",,,,,
https://schema.org/MovingCompany,MovingCompany,https://schema.org/HomeAndConstructionBusiness,,,,,
https://schema.org/MultiCenterTrial,MultiCenterTrial,,,,,,
https://schema.org/MultiFrameComputationalCaptureDigitalSource,MultiFrameComputationalCaptureDigitalSource,,,,,,https://pending.schema.org
https://schema.org/MultiPlayer,MultiPlayer,,,,,,
https://schema.org/MulticellularParasite,MulticellularParasite,,,,,,
https://schema.org/Muscle,Muscle,https://schema.org/AnatomicalStructure,,,,,
https://schema.org/Musculoskeletal,Musculoskeletal,,,,,,
https://schema.org/MusculoskeletalExam,MusculoskeletalExam,,,,,,
https://schema.org/Museum,Museum,https://schema.org/CivicStructure,,,,,
https://schema.org/MusicAlbum,MusicAlbum,https://schema.org/MusicPlaylist,,,,,
https://schema.org/MusicAlbumProductionType,MusicAlbumProductionType,https://schema.org/Enumeration,,,,,
https://schema.org/MusicAlbumReleaseType,MusicAlbumReleaseType,https://schema.org/Enumeration,,,,,
https://schema.org/MusicComposition,MusicComposition,https://schema.org/CreativeWork,,,,,
https://schema.org/MusicEvent,MusicEvent,https://schema.org/Event,,,,,
https://schema.org/MusicGroup,MusicGroup,https://schema.org/PerformingGroup,,,,,
https://schema.org/MusicPlaylist,MusicPlaylist,https://schema.org/CreativeWork,,"https://schema.org/MusicAlbum, https://schema.org/MusicRelease",,,
https://schema.org/MusicRecording,MusicRecording,https://schema.org/CreativeWork,,,,,
https://schema.org/MusicRelease,MusicRelease,https://schema.org/MusicPlaylist,,,,,
https://schema.org/MusicReleaseFormatType,MusicReleaseFormatType,https://schema.org/Enumeration,,,,,
https://schema.org/MusicStore,MusicStore,https://schema.org/Store,,,,,
https://schema.org/MusicVenue,MusicVenue,https://schema.org/CivicStructure,,,,,
https://schema.org/MusicVideoObject,MusicVideoObject,https://schema.org/MediaObject,,,,,
https://schema.org/NGO,NGO,https://schema.org/Organization,https://spec.edmcouncil.org/fibo/ontology/BE/NotForProfitOrganizations/NotForProfitOrganizations/NonGovernmentalOrganization,,,,
https://schema.org/NLNonprofitType,NLNonprofitType,https://schema.org/NonprofitType,,,,,https://pending.schema.org
https://schema.org/NailSalon,NailSalon,https://schema.org/HealthAndBeautyBusiness,,,,,
https://schema.org/NarcoticConsideration,NarcoticConsideration,,,,,,https://pending.schema.org
https://schema.org/Neck,Neck,,,,,,
https://schema.org/NegativeFilmDigitalSource,NegativeFilmDigitalSource,,,,,,https://pending.schema.org
https://schema.org/Nerve,Nerve,https://schema.org/AnatomicalStructure,,,,,
https://schema.org/Neuro,Neuro,,,,,,
https://schema.org/Neurologic,Neurologic,,,,,,
https://schema.org/NewCondition,NewCondition,,,,,,
https://schema.org/NewsArticle,NewsArticle,https://schema.org/Article,,"https://schema.org/AnalysisNewsArticle, https://schema.org/AskPublicNewsArticle, https://schema.org/BackgroundNewsArticle, https://schema.org/OpinionNewsArticle, https://schema.org/ReportageNewsArticle, https://schema.org/ReviewNewsArticle",,,
https://schema.org/NewsMediaOrganization,NewsMediaOrganization,https://schema.org/Organization,,,,,https://pending.schema.org
https://schema.org/Newspaper,Newspaper,https://schema.org/Periodical,,,,,https://bib.schema.org
https://schema.org/NightClub,NightClub,https://schema.org/EntertainmentBusiness,,,,,
https://schema.org/NoninvasiveProcedure,NoninvasiveProcedure,,,,,,
https://schema.org/Nonprofit501a,Nonprofit501a,,,,,,https://pending.schema.org
https://schema.org/Nonprofit501c1,Nonprofit501c1,,,,,,https://pending.schema.org
https://schema.org/Nonprofit501c10,Nonprofit501c10,,,,,,https://pending.schema.org
https://schema.org/Nonprofit501c11,Nonprofit501c11,,,,,,https://pending.schema.org
https://schema.org/Nonprofit501c12,Nonprofit501c12,,,,,,https://pending.schema.org
https://schema.org/Nonprofit501c13,Nonprofit501c13,,,,,,https://pending.schema.org
https://schema.org/Nonprofit501c14,Nonprofit501c14,,,,,,https://pending.schema.org
https://schema.org/Nonprofit501c15,Nonprofit501c15,,,,,,https://pending.schema.org
https://schema.org/Nonprofit501c16,Nonprofit501c16,,,,,,https://pending.schema.org
https://schema.org/Nonprofit501c17,Nonprofit501c17,,,,,,https://pending.schema.org
https://schema.org/Nonprofit501c18,Nonprofit501c18,,,,,,https://pending.schema.org
https://schema.org/Nonprofit501c19,Nonprofit501c19,,,,,,https://pending.schema.org
https://schema.org/Nonprofit501c2,Nonprofit501c2,,,,,,https://pending.schema.org
https://schema.org/Nonprofit501c20,Nonprofit501c20,,,,,,https://pending.schema.org
https://schema.org/Nonprofit501c21,Nonprofit501c21,,,,,,https://pending.schema.org
https://schema.org/Nonprofit501c22,Nonprofit501c22,,,,,,https://pending.schema.org
https://schema.org/Nonprofit501c23,Nonprofit501c23,,,,,,https://pending.schema.org
https://schema.org/Nonprofit501c24,Nonprofit501c24,,,,,,https://pending.schema.org
https://schema.org/Nonprofit501c25,Nonprofit501c25,,,,,,https://pending.schema.org
https://schema.org/Nonprofit501c26,Nonprofit501c26,,,,,,https://pending.schema.org
https://schema.org/Nonprofit501c27,Nonprofit501c27,,,,,,https://pending.schema.org
https://schema.org/Nonprofit501c28,Nonprofit501c28,,,,,,https://pending.schema.org
https://schema.org/Nonprofit501c3,Nonprofit501c3,,,,,,https://pending.schema.org
https://schema.org/Nonprofit501c4,Nonprofit501c4,,,,,,https://pending.schema.org
https://schema.org/Nonprofit501c5,Nonprofit501c5,,,,,,https://pending.schema.org
https://schema.org/Nonprofit501c6,Nonprofit501c6,,,,,,https://pending.schema.org
https://schema.org/Nonprofit501c7,Nonprofit501c7,,,,,,https://pending.schema.org
https://schema.org/Nonprofit501c8,Nonprofit501c8,,,,,,https://pending.schema.org
https://schema.org/Nonprofit501c9,Nonprofit501c9,,,,,,https://pending.schema.org
https://schema.org/Nonprofit501d,Nonprofit501d,,,,,,https://pending.schema.org
https://schema.org/Nonprofit501e,Nonprofit501e,,,,,,https://pending.schema.org
https://schema.org/Nonprofit501f,Nonprofit501f,,,,,,https://pending.schema.org
https://schema.org/Nonprofit501k,Nonprofit501k,,,,,,https://pending.schema.org
https://schema.org/Nonprofit501n,Nonprofit501n,,,,,,https://pending.schema.org
https://schema.org/Nonprofit501q,Nonprofit501q,,,,,,https://pending.schema.org
https://schema.org/Nonprofit527,Nonprofit527,,,,,,https://pending.schema.org
https://schema.org/NonprofitANBI,NonprofitANBI,,,,,,https://pending.schema.org
https://schema.org/NonprofitSBBI,NonprofitSBBI,,,,,,https://pending.schema.org
https://schema.org/NonprofitType,NonprofitType,https://schema.org/Enumeration,,"https://schema.org/DENonprofitType, https://schema.org/ITNonprofitType, https://schema.org/NLNonprofitType, https://schema.org/UKNonprofitType, https://schema.org/USNonprofitType",,,https://pending.schema.org
https://schema.org/Nose,Nose,,,,,,
https://schema.org/NotInForce,NotInForce,,,,,,https://pending.schema.org
https://schema.org/NotYetRecruiting,NotYetRecruiting,,,,,,
https://schema.org/Notary,Notary,https://schema.org/LegalService,,,,,
https://schema.org/NoteDigitalDocument,NoteDigitalDocument,https://schema.org/DigitalDocument,,,,,
https://schema.org/Number,Number,,,"https://schema.org/Float, https://schema.org/Integer",,,
https://schema.org/Nursing,Nursing,https://schema.org/MedicalBusiness,,,,,
https://schema.org/NutritionInformation,NutritionInformation,https://schema.org/StructuredValue,,,,,
https://schema.org/OTC,OTC,,,,,,
https://schema.org/Observation,Observation,"https://schema.org/Intangible, https://schema.org/QuantitativeValue",,,,,https://pending.schema.org
https://schema.org/Observational,Observational,,,,,,
https://schema.org/Obstetric,Obstetric,https://schema.org/MedicalBusiness,,,,,
https://schema.org/Occupation,Occupation,https://schema.org/Intangible,,,,,
https://schema.org/OccupationalActivity,OccupationalActivity,,,,,,
https://schema.org/OccupationalExperienceRequirements,OccupationalExperienceRequirements,https://schema.org/Intangible,,,,,https://pending.schema.org
https://schema.org/OccupationalTherapy,OccupationalTherapy,https://schema.org/MedicalTherapy,,,,,
https://schema.org/OceanBodyOfWater,OceanBodyOfWater,https://schema.org/BodyOfWater,,,,,
https://schema.org/Offer,Offer,https://schema.org/Intangible,"http://unece.org/vocab#Offer, https://spec.edmcouncil.org/fibo/ontology/FND/ProductsAndServices/ProductsAndServices/Offer","https://schema.org/AggregateOffer, https://schema.org/OfferForLease, https://schema.org/OfferForPurchase",,,
https://schema.org/OfferCatalog,OfferCatalog,https://schema.org/ItemList,,,,,
https://schema.org/OfferForLease,OfferForLease,https://schema.org/Offer,,,,,https://pending.schema.org
https://schema.org/OfferForPurchase,OfferForPurchase,https://schema.org/Offer,,,,,https://pending.schema.org
https://schema.org/OfferItemCondition,OfferItemCondition,https://schema.org/Enumeration,,,,,
https://schema.org/OfferShippingDetails,OfferShippingDetails,https://schema.org/StructuredValue,,,,,
https://schema.org/OfficeEquipmentStore,OfficeEquipmentStore,https://schema.org/Store,,,,,
https://schema.org/OfficialLegalValue,OfficialLegalValue,,,,,,https://pending.schema.org
https://schema.org/OfflineEventAttendanceMode,OfflineEventAttendanceMode,,,,,,https://pending.schema.org
https://schema.org/OfflinePermanently,OfflinePermanently,,,,,,
https://schema.org/OfflineTemporarily,OfflineTemporarily,,,,,,
https://schema.org/OnDemandEvent,OnDemandEvent,https://schema.org/PublicationEvent,,,,,
https://schema.org/OnSitePickup,OnSitePickup,,,,,,
https://schema.org/Oncologic,Oncologic,https://schema.org/MedicalBusiness,,,,,
https://schema.org/OneTimePayments,OneTimePayments,,,,,,https://pending.schema.org
https://schema.org/Online,Online,,,,,,
https://schema.org/OnlineBusiness,OnlineBusiness,https://schema.org/Organization,,https://schema.org/OnlineStore,,,https://pending.schema.org
https://schema.org/OnlineEventAttendanceMode,OnlineEventAttendanceMode,,,,,,https://pending.schema.org
https://schema.org/OnlineFull,OnlineFull,,,,,,
https://schema.org/OnlineMarketplace,OnlineMarketplace,https://schema.org/OnlineStore,,,,,https://pending.schema.org
https://schema.org/OnlineOnly,OnlineOnly,,,,,,
https://schema.org/OnlineStore,OnlineStore,https://schema.org/OnlineBusiness,,https://schema.org/OnlineMarketplace,,,https://pending.schema.org
https://schema.org/OpenTrial,OpenTrial,,,,,,
https://schema.org/OpeningHoursSpecification,OpeningHoursSpecification,https://schema.org/StructuredValue,,,,,
https://schema.org/OperatingSystem,OperatingSystem,https://schema.org/SoftwareApplication,,,,,https://pending.schema.org
https://schema.org/OpinionNewsArticle,OpinionNewsArticle,https://schema.org/NewsArticle,,,,,https://pending.schema.org
https://schema.org/Optician,Optician,https://schema.org/MedicalBusiness,,,,,
https://schema.org/Optometric,Optometric,https://schema.org/MedicalBusiness,,,,,
https://schema.org/Order,Order,"https://schema.org/Intangible, https://spec.edmcouncil.org/fibo/ontology/FND/Arrangements/Documents/LegalDocument",http://unece.org/vocab#Order,,,,
https://schema.org/OrderAction,OrderAction,https://schema.org/TradeAction,,,,,
https://schema.org/OrderCancelled,OrderCancelled,,,,,,
https://schema.org/OrderDelivered,OrderDelivered,,,,,,
https://schema.org/OrderInTransit,OrderInTransit,,,,,,
https://schema.org/OrderItem,OrderItem,https://schema.org/StructuredValue,http://unece.org/vocab#LineTradeAgreement,,,,
https://schema.org/OrderPaymentDue,OrderPaymentDue,,,,,,
https://schema.org/OrderPickupAvailable,OrderPickupAvailable,,,,,,
https://schema.org/OrderProblem,OrderProblem,,,,,,
https://schema.org/OrderProcessing,OrderProcessing,,,,,,
https://schema.org/OrderReturned,OrderReturned,,,,,,
https://schema.org/OrderStatus,OrderStatus,https://schema.org/StatusEnumeration,,,,,
https://schema.org/Organization,Organization,https://schema.org/Thing,"https://spec.edmcouncil.org/fibo/ontology/FND/Organizations/Organizations/Organization, https://ref.gs1.org/voc/Organization","https://schema.org/Airline, https://schema.org/Consortium, https://schema.org/Cooperative, https://schema.org/Corporation, https://schema.org/EducationalOrganization, https://schema.org/FundingScheme, https://schema.org/GovernmentOrganization, https://schema.org/LibrarySystem, https://schema.org/LocalBusiness, https://schema.org/MedicalOrganization, https://schema.org/NGO, https://schema.org/NewsMediaOrganization, https://schema.org/OnlineBusiness, https://schema.org/PerformingGroup, https://schema.org/PoliticalParty, https://schema.org/Project, https://schema.org/ResearchOrganization, https://schema.org/SearchRescueOrganization, https://schema.org/SportsOrganization, https://schema.org/WorkersUnion",,,
https://schema.org/OrganizationRole,OrganizationRole,https://schema.org/Role,,https://schema.org/EmployeeRole,,,
https://schema.org/OrganizeAction,OrganizeAction,https://schema.org/Action,,"https://schema.org/AllocateAction, https://schema.org/ApplyAction, https://schema.org/BookmarkAction, https://schema.org/PlanAction",,,
https://schema.org/OriginalMediaContent,OriginalMediaContent,,,,,,https://pending.schema.org
https://schema.org/OriginalShippingFees,OriginalShippingFees,,,,,,https://pending.schema.org
https://schema.org/Osteopathic,Osteopathic,,,,,,
https://schema.org/Otolaryngologic,Otolaryngologic,https://schema.org/MedicalBusiness,,,,,
https://schema.org/OutOfStock,OutOfStock,,,,,,
https://schema.org/OutletStore,OutletStore,https://schema.org/Store,,,,,
https://schema.org/OverviewHealthAspect,OverviewHealthAspect,,,,,,https://pending.schema.org
https://schema.org/OwnershipInfo,OwnershipInfo,https://schema.org/StructuredValue,,,,,
https://schema.org/PET,PET,,,,,,
https://schema.org/PaidLeave,PaidLeave,,,,,,https://pending.schema.org
https://schema.org/PaintAction,PaintAction,https://schema.org/CreateAction,,,,,
https://schema.org/Painting,Painting,https://schema.org/CreativeWork,,,,,
https://schema.org/PalliativeProcedure,PalliativeProcedure,"https://schema.org/MedicalProcedure, https://schema.org/MedicalTherapy",,,,,
https://schema.org/Pamphlet,Pamphlet,,,,,,
https://schema.org/Paperback,Paperback,,,,,,
https://schema.org/ParcelDelivery,ParcelDelivery,https://schema.org/Intangible,,,,,
https://schema.org/ParcelService,ParcelService,,,,,,
https://schema.org/ParentAudience,ParentAudience,https://schema.org/PeopleAudience,,,,,
https://schema.org/ParentalSupport,ParentalSupport,,,,,,https://pending.schema.org
https://schema.org/Park,Park,https://schema.org/CivicStructure,,,,,
https://schema.org/ParkingFacility,ParkingFacility,https://schema.org/CivicStructure,,,,,
https://schema.org/ParkingMap,ParkingMap,,,,,,
https://schema.org/PartiallyInForce,PartiallyInForce,,,,,,https://pending.schema.org
https://schema.org/Pathology,Pathology,,,,,,
https://schema.org/PathologyTest,PathologyTest,https://schema.org/MedicalTest,,,,,
https://schema.org/Patient,Patient,"https://schema.org/MedicalAudience, https://schema.org/Person",http://purl.bioontology.org/ontology/SNOMEDCT/116154003,,,,
https://schema.org/PatientExperienceHealthAspect,PatientExperienceHealthAspect,,,,,,https://pending.schema.org
https://schema.org/PawnShop,PawnShop,https://schema.org/Store,,,,,
https://schema.org/PayAction,PayAction,https://schema.org/TradeAction,,,,,
https://schema.org/PaymentAutomaticallyApplied,PaymentAutomaticallyApplied,,,,,,
https://schema.org/PaymentCard,PaymentCard,"https://schema.org/FinancialProduct, https://schema.org/PaymentMethod",http://unece.org/vocab#FinancialCard,https://schema.org/CreditCard,,,
https://schema.org/PaymentChargeSpecification,PaymentChargeSpecification,https://schema.org/PriceSpecification,,,,,
https://schema.org/PaymentComplete,PaymentComplete,,,,,,
https://schema.org/PaymentDeclined,PaymentDeclined,,,,,,
https://schema.org/PaymentDue,PaymentDue,,,,,,
https://schema.org/PaymentMethod,PaymentMethod,https://schema.org/Intangible,"http://unece.org/vocab#PaymentMeans, https://spec.edmcouncil.org/fibo/ontology/FBC/ProductsAndServices/FinancialProductsAndServices/PaymentMechanism","https://schema.org/PaymentCard, https://schema.org/PaymentService",,,
https://schema.org/PaymentMethodType,PaymentMethodType,https://schema.org/Enumeration,,,,,https://pending.schema.org
https://schema.org/PaymentPastDue,PaymentPastDue,,,,,,
https://schema.org/PaymentService,PaymentService,"https://schema.org/FinancialProduct, https://schema.org/PaymentMethod",https://spec.edmcouncil.org/fibo/ontology/PAY/PaymentServices/PaymentServices/PaymentService,,,,
https://schema.org/PaymentStatusType,PaymentStatusType,https://schema.org/StatusEnumeration,,,,,
https://schema.org/Pediatric,Pediatric,https://schema.org/MedicalBusiness,,,,,
https://schema.org/PeopleAudience,PeopleAudience,https://schema.org/Audience,,"https://schema.org/MedicalAudience, https://schema.org/ParentAudience",,,
https://schema.org/PercutaneousProcedure,PercutaneousProcedure,,,,,,
https://schema.org/PerformAction,PerformAction,https://schema.org/PlayAction,,,,,
https://schema.org/PerformanceRole,PerformanceRole,https://schema.org/Role,,,,,
https://schema.org/PerformingArtsEvent,PerformingArtsEvent,https://schema.org/Event,http://iflastandards.info/ns/lrm/lrmoo/F31_Performance,,,,https://pending.schema.org
https://schema.org/PerformingArtsTheater,PerformingArtsTheater,https://schema.org/CivicStructure,,,,,
https://schema.org/PerformingGroup,PerformingGroup,https://schema.org/Organization,,"https://schema.org/DanceGroup, https://schema.org/MusicGroup, https://schema.org/TheaterGroup",,,
https://schema.org/Periodical,Periodical,https://schema.org/CreativeWorkSeries,http://purl.org/ontology/bibo/Periodical,"https://schema.org/ComicSeries, https://schema.org/Newspaper",,,
https://schema.org/Permit,Permit,https://schema.org/Intangible,,https://schema.org/GovernmentPermit,,,
https://schema.org/Person,Person,https://schema.org/Thing,http://xmlns.com/foaf/0.1/Person,https://schema.org/Patient,,,
https://schema.org/PetStore,PetStore,https://schema.org/Store,,,,,
https://schema.org/Pharmacy,Pharmacy,"https://schema.org/MedicalBusiness, https://schema.org/MedicalOrganization",,,,,
https://schema.org/PharmacySpecialty,PharmacySpecialty,,,,,,
https://schema.org/PhoneCarrierPayment,PhoneCarrierPayment,,,,,,
https://schema.org/Photograph,Photograph,https://schema.org/CreativeWork,,,,,
https://schema.org/PhotographAction,PhotographAction,https://schema.org/CreateAction,,,,,
https://schema.org/PhysicalActivity,PhysicalActivity,https://schema.org/LifestyleModification,,https://schema.org/ExercisePlan,,,
https://schema.org/PhysicalActivityCategory,PhysicalActivityCategory,https://schema.org/Enumeration,,,,,
https://schema.org/PhysicalExam,PhysicalExam,"https://schema.org/MedicalEnumeration, https://schema.org/MedicalProcedure",,,,,
https://schema.org/PhysicalTherapy,PhysicalTherapy,https://schema.org/MedicalTherapy,,,,,
https://schema.org/Physician,Physician,"https://schema.org/MedicalBusiness, https://schema.org/MedicalOrganization",,"https://schema.org/IndividualPhysician, https://schema.org/PhysiciansOffice",,,
https://schema.org/PhysiciansOffice,PhysiciansOffice,https://schema.org/Physician,,,,,
https://schema.org/Physiotherapy,Physiotherapy,https://schema.org/MedicalBusiness,,,,,
https://schema.org/Place,Place,https://schema.org/Thing,https://www.omg.org/spec/Commons/Locations/Location,"https://schema.org/Accommodation, https://schema.org/AdministrativeArea, https://schema.org/CivicStructure, https://schema.org/DefinedRegion, https://schema.org/Landform, https://schema.org/LandmarksOrHistoricalBuildings, https://schema.org/LocalBusiness, https://schema.org/Residence, https://schema.org/TouristAttraction, https://schema.org/TouristDestination",,,
https://schema.org/PlaceOfWorship,PlaceOfWorship,https://schema.org/CivicStructure,,"https://schema.org/BuddhistTemple, https://schema.org/Church, https://schema.org/HinduTemple, https://schema.org/Mosque, https://schema.org/Synagogue",,,
https://schema.org/PlaceboControlledTrial,PlaceboControlledTrial,,,,,,
https://schema.org/PlanAction,PlanAction,https://schema.org/OrganizeAction,,"https://schema.org/CancelAction, https://schema.org/ReserveAction, https://schema.org/ScheduleAction",,,
https://schema.org/PlasticSurgery,PlasticSurgery,https://schema.org/MedicalBusiness,,,,,
https://schema.org/Play,Play,https://schema.org/CreativeWork,,,,,https://pending.schema.org
https://schema.org/PlayAction,PlayAction,https://schema.org/Action,,"https://schema.org/ExerciseAction, https://schema.org/PerformAction",,,
https://schema.org/PlayGameAction,PlayGameAction,https://schema.org/ConsumeAction,,,,,https://pending.schema.org
https://schema.org/Playground,Playground,https://schema.org/CivicStructure,,,,,
https://schema.org/Plumber,Plumber,https://schema.org/HomeAndConstructionBusiness,,,,,
https://schema.org/PodcastEpisode,PodcastEpisode,https://schema.org/Episode,,,,,https://pending.schema.org
https://schema.org/PodcastSeason,PodcastSeason,https://schema.org/CreativeWorkSeason,,,,,https://pending.schema.org
https://schema.org/PodcastSeries,PodcastSeries,https://schema.org/CreativeWorkSeries,,,,,https://pending.schema.org
https://schema.org/Podiatric,Podiatric,https://schema.org/MedicalBusiness,,,,,
https://schema.org/PoliceStation,PoliceStation,"https://schema.org/CivicStructure, https://schema.org/EmergencyService",,,,,
https://schema.org/PoliticalParty,PoliticalParty,https://schema.org/Organization,,,,,
https://schema.org/Pond,Pond,https://schema.org/BodyOfWater,,,,,
https://schema.org/PositiveFilmDigitalSource,PositiveFilmDigitalSource,,,,,,https://pending.schema.org
https://schema.org/PostOffice,PostOffice,https://schema.org/GovernmentOffice,,,,,
https://schema.org/PostalAddress,PostalAddress,https://schema.org/ContactPoint,"https://ref.gs1.org/voc/PostalAddress, http://unece.org/vocab#TradeAddress, https://spec.edmcouncil.org/fibo/ontology/FND/Places/Addresses/PostalAddress, https://www.omg.org/spec/Commons/Locations/Address",,,,
https://schema.org/PostalCodeRangeSpecification,PostalCodeRangeSpecification,https://schema.org/StructuredValue,,,,,
https://schema.org/Poster,Poster,https://schema.org/CreativeWork,,,,,https://pending.schema.org
https://schema.org/PotentialActionStatus,PotentialActionStatus,,,,,,
https://schema.org/PreOrder,PreOrder,,,,,,
https://schema.org/PreOrderAction,PreOrderAction,https://schema.org/TradeAction,,,,,
https://schema.org/PreSale,PreSale,,,,,,
https://schema.org/PregnancyHealthAspect,PregnancyHealthAspect,,,,,,https://pending.schema.org
https://schema.org/PrependAction,PrependAction,https://schema.org/InsertAction,,,,,
https://schema.org/Preschool,Preschool,https://schema.org/EducationalOrganization,,,,,
https://schema.org/PrescriptionOnly,PrescriptionOnly,,,,,,
https://schema.org/PresentationDigitalDocument,PresentationDigitalDocument,https://schema.org/DigitalDocument,,,,,
https://schema.org/PreventionHealthAspect,PreventionHealthAspect,,,,,,https://pending.schema.org
https://schema.org/PreventionIndication,PreventionIndication,https://schema.org/MedicalIndication,,,,,
https://schema.org/PriceComponentTypeEnumeration,PriceComponentTypeEnumeration,https://schema.org/Enumeration,,,,,https://pending.schema.org
https://schema.org/PriceSpecification,PriceSpecification,https://schema.org/StructuredValue,https://spec.edmcouncil.org/fibo/ontology/FND/ProductsAndServices/ProductsAndServices/Price,"https://schema.org/CompoundPriceSpecification, https://schema.org/DeliveryChargeSpecification, https://schema.org/PaymentChargeSpecification, https://schema.org/UnitPriceSpecification",,,
https://schema.org/PriceTypeEnumeration,PriceTypeEnumeration,https://schema.org/Enumeration,,,,,https://pending.schema.org
https://schema.org/PrimaryCare,PrimaryCare,https://schema.org/MedicalBusiness,,,,,
https://schema.org/PrintDigitalSource,PrintDigitalSource,,,,,,https://pending.schema.org
https://schema.org/Prion,Prion,,,,,,
https://schema.org/Product,Product,https://schema.org/Thing,"https://spec.edmcouncil.org/fibo/ontology/FND/ProductsAndServices/ProductsAndServices/Product, http://unece.org/vocab#TradeProduct","https://schema.org/DietarySupplement, https://schema.org/Drug, https://schema.org/IndividualProduct, https://schema.org/ProductCollection, https://schema.org/ProductGroup, https://schema.org/ProductModel, https://schema.org/SomeProducts, https://schema.org/Vehicle",,,
https://schema.org/ProductCollection,ProductCollection,"https://schema.org/Collection, https://schema.org/Product",,,,,https://pending.schema.org
https://schema.org/ProductGroup,ProductGroup,"https://schema.org/Product, https://www.omg.org/spec/Commons/Classifiers/Classifier, https://www.omg.org/spec/Commons/Collections/Collection",,,,,https://pending.schema.org
https://schema.org/ProductModel,ProductModel,https://schema.org/Product,,,,,
https://schema.org/ProfessionalService,ProfessionalService,https://schema.org/LocalBusiness,,,,,
https://schema.org/ProfilePage,ProfilePage,https://schema.org/WebPage,,,,,
https://schema.org/PrognosisHealthAspect,PrognosisHealthAspect,,,,,,https://pending.schema.org
https://schema.org/ProgramMembership,ProgramMembership,https://schema.org/Intangible,,,,,
https://schema.org/Project,Project,https://schema.org/Organization,,"https://schema.org/FundingAgency, https://schema.org/ResearchProject",,,https://pending.schema.org
https://schema.org/PronounceableText,PronounceableText,https://schema.org/Text,,,,,https://pending.schema.org
https://schema.org/Property,Property,https://schema.org/Intangible,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,,,https://meta.schema.org
https://schema.org/PropertyValue,PropertyValue,https://schema.org/StructuredValue,,https://schema.org/LocationFeatureSpecification,,,
https://schema.org/PropertyValueSpecification,PropertyValueSpecification,https://schema.org/Intangible,,,,,
https://schema.org/Protein,Protein,https://schema.org/BioChemEntity,,,,,https://pending.schema.org
https://schema.org/Protozoa,Protozoa,,,,,,
https://schema.org/Psychiatric,Psychiatric,https://schema.org/MedicalBusiness,,,,,
https://schema.org/PsychologicalTreatment,PsychologicalTreatment,https://schema.org/TherapeuticProcedure,,,,,
https://schema.org/PublicHealth,PublicHealth,https://schema.org/MedicalBusiness,,,,,
https://schema.org/PublicHolidays,PublicHolidays,,,,,,
https://schema.org/PublicSwimmingPool,PublicSwimmingPool,https://schema.org/SportsActivityLocation,,,,,
https://schema.org/PublicToilet,PublicToilet,https://schema.org/CivicStructure,,,,,https://pending.schema.org
https://schema.org/PublicationEvent,PublicationEvent,https://schema.org/Event,,"https://schema.org/BroadcastEvent, https://schema.org/OnDemandEvent",,,
https://schema.org/PublicationIssue,PublicationIssue,https://schema.org/CreativeWork,http://purl.org/ontology/bibo/Issue,https://schema.org/ComicIssue,,,
https://schema.org/PublicationVolume,PublicationVolume,https://schema.org/CreativeWork,,,,,
https://schema.org/Pulmonary,Pulmonary,,,,,,
https://schema.org/PurchaseType,PurchaseType,https://schema.org/Enumeration,,,,,https://pending.schema.org
https://schema.org/PurchaseTypeLease,PurchaseTypeLease,,,,,,https://pending.schema.org
https://schema.org/PurchaseTypeNewPurchase,PurchaseTypeNewPurchase,,,,,,https://pending.schema.org
https://schema.org/PurchaseTypeTradeIn,PurchaseTypeTradeIn,,,,,,https://pending.schema.org
https://schema.org/PurchaseTypeUsedPurchase,PurchaseTypeUsedPurchase,,,,,,https://pending.schema.org
https://schema.org/QAPage,QAPage,https://schema.org/WebPage,,,,,
https://schema.org/QualitativeValue,QualitativeValue,https://schema.org/Enumeration,,"https://schema.org/BedType, https://schema.org/DriveWheelConfigurationValue, https://schema.org/SizeSpecification, https://schema.org/SteeringPositionValue",,,
https://schema.org/QuantitativeValue,QuantitativeValue,https://schema.org/StructuredValue,,https://schema.org/Observation,,,
https://schema.org/QuantitativeValueDistribution,QuantitativeValueDistribution,https://schema.org/StructuredValue,,https://schema.org/MonetaryAmountDistribution,,,
https://schema.org/Quantity,Quantity,,,"https://schema.org/Distance, https://schema.org/Duration, https://schema.org/Energy, https://schema.org/Mass",,,
https://schema.org/Question,Question,https://schema.org/Comment,,,,,
https://schema.org/Quiz,Quiz,https://schema.org/LearningResource,,,,,https://pending.schema.org
https://schema.org/Quotation,Quotation,https://schema.org/CreativeWork,,,,,https://pending.schema.org
https://schema.org/QuoteAction,QuoteAction,https://schema.org/TradeAction,,,,,
https://schema.org/RVPark,RVPark,https://schema.org/CivicStructure,,,,,
https://schema.org/RadiationTherapy,RadiationTherapy,https://schema.org/MedicalTherapy,,,,,
https://schema.org/RadioBroadcastService,RadioBroadcastService,https://schema.org/BroadcastService,,,,,https://pending.schema.org
https://schema.org/RadioChannel,RadioChannel,https://schema.org/BroadcastChannel,,"https://schema.org/AMRadioChannel, https://schema.org/FMRadioChannel",,,
https://schema.org/RadioClip,RadioClip,https://schema.org/Clip,,,,,
https://schema.org/RadioEpisode,RadioEpisode,https://schema.org/Episode,,,,,
https://schema.org/RadioSeason,RadioSeason,https://schema.org/CreativeWorkSeason,,,,,
